"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-02-06","2022","02","06","","7.4","","-0.4","","3.5","","14.5","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-02-07","2022","02","07","","11.8","","2.9","","7.4","","10.6","","0.0","","0.0","","0.0","","0.0","","","","19","","33",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-02-08","2022","02","08","","8.0","","2.9","","5.5","","12.5","","0.0","","2.9","","0.0","","2.9","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-02-09","2022","02","09","","8.7","","5.8","","7.3","","10.7","","0.0","","0.9","","0.0","","0.9","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-02-10","2022","02","10","","6.8","","3.4","","5.1","","12.9","","0.0","","0.2","","0.0","","0.2","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-02-11","2022","02","11","","8.0","","2.2","","5.1","","12.9","","0.0","","0.0","","0.0","","0.0","","","","30","","38",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-02-12","2022","02","12","","7.4","","-0.2","","3.6","","14.4","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-02-13","2022","02","13","","9.6","","-0.8","","4.4","","13.6","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-02-14","2022","02","14","","8.4","","3.3","","5.9","","12.1","","0.0","","3.5","","0.0","","3.5","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-02-15","2022","02","15","","8.8","","3.4","","6.1","","11.9","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-02-16","2022","02","16","","9.1","","1.8","","5.5","","12.5","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-02-17","2022","02","17","","9.5","","4.3","","6.9","","11.1","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-02-18","2022","02","18","","8.1","","3.5","","5.8","","12.2","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-02-19","2022","02","19","","8.4","","3.0","","5.7","","12.3","","0.0","","3.6","","0.0","","3.6","","","","14","","35",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-02-20","2022","02","20","","8.0","","3.6","","5.8","","12.2","","0.0","","0.0","","0.0","","0.0","","","","29","","49",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-02-21","2022","02","21","","7.7","","-0.8","","3.5","","14.5","","0.0","","0.9","","0.0","","0.9","","","","11","","41",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-02-22","2022","02","22","","2.8","","-3.2","","-0.2","","18.2","","0.0","","0.0","","0.0","","0.0","","","","7","","40",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-02-23","2022","02","23","","1.5","","-6.8","","-2.7","","20.7","","0.0","","0.0","","0.0","T","0.0","T","0","T","10","","33",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-02-24","2022","02","24","","4.0","","-5.2","","-0.6","","18.6","","0.0","","","M","2.2","","","M","2","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-02-25","2022","02","25","","5.4","","-4.6","","0.4","","17.6","","0.0","","0.0","","0.0","","0.0","","","","21","","32",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-02-26","2022","02","26","","11.2","","-3.1","","4.1","","13.9","","0.0","","6.2","","0.0","","6.2","","","","11","","60",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-02-27","2022","02","27","","10.7","","4.4","","7.6","","10.4","","0.0","","19.3","","0.0","","19.3","","","","18","","42",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-02-28","2022","02","28","","8.5","","6.4","","7.5","","10.5","","0.0","","11.3","","0.0","","11.3","","","","8","","39",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-03-01","2022","03","01","","13.0","","7.1","","10.1","","7.9","","0.0","","3.5","","0.0","","3.5","","","","27","","32",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-03-02","2022","03","02","","11.4","","5.9","","8.7","","9.3","","0.0","","4.7","","0.0","","4.7","","","","10","","32",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-03-03","2022","03","03","","9.7","","4.8","","7.3","","10.7","","0.0","","0.2","","0.0","","0.2","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-03-04","2022","03","04","","8.8","","4.5","","6.7","","11.3","","0.0","","0.0","","0.0","","0.0","","","","28","","45",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-03-05","2022","03","05","","8.9","","3.3","","6.1","","11.9","","0.0","","0.0","","0.0","","0.0","","","","30","","39",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-03-06","2022","03","06","","9.7","","-0.7","","4.5","","13.5","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-03-07","2022","03","07","","9.8","","2.8","","6.3","","11.7","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-03-08","2022","03","08","","9.9","","4.1","","7.0","","11.0","","0.0","","0.3","","0.0","","0.3","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-03-09","2022","03","09","","7.8","","-1.3","","3.3","","14.7","","0.0","","0.0","","0.0","","0.0","","","","26","","35",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-03-10","2022","03","10","","6.9","","-2.2","","2.4","","15.6","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-03-11","2022","03","11","","5.6","","2.2","","3.9","","14.1","","0.0","","3.3","","0.0","","3.3","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-03-12","2022","03","12","","11.2","","3.2","","7.2","","10.8","","0.0","","14.1","","0.0","","14.1","","","","12","","43",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-03-13","2022","03","13","","11.1","","5.5","","8.3","","9.7","","0.0","","8.3","","0.0","","8.3","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-03-14","2022","03","14","","8.2","","6.0","","7.1","","10.9","","0.0","","35.9","","0.0","","35.9","","","","11","","46",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-03-15","2022","03","15","","9.9","","5.5","","7.7","","10.3","","0.0","","3.2","","0.0","","3.2","","","","5","","38",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-03-16","2022","03","16","","11.3","","1.6","","6.5","","11.5","","0.0","","0.0","","0.0","","0.0","","","","14","","37",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-03-17","2022","03","17","","7.7","","5.4","","6.6","","11.4","","0.0","","17.5","","0.0","","17.5","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-03-18","2022","03","18","","9.9","","5.6","","7.8","","10.2","","0.0","","4.1","","0.0","","4.1","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-03-19","2022","03","19","","10.0","","5.9","","8.0","","10.0","","0.0","","2.0","","0.0","","2.0","","","","28","","46",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-03-20","2022","03","20","","7.4","","1.3","","4.4","","13.6","","0.0","","8.1","","0.0","","8.1","","","","17","","41",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-03-21","2022","03","21","","8.4","","4.6","","6.5","","11.5","","0.0","","21.6","","0.0","","21.6","","","","9","","32",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-03-22","2022","03","22","","12.7","","6.9","","9.8","","8.2","","0.0","","7.9","","0.0","","7.9","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-03-23","2022","03","23","","12.3","","5.5","","8.9","","9.1","","0.0","","4.0","","0.0","","4.0","","","","29","","51",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-03-24","2022","03","24","","9.8","","1.5","","5.7","","12.3","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-03-25","2022","03","25","","12.5","","4.8","","8.7","","9.3","","0.0","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-03-26","2022","03","26","","12.6","","7.2","","9.9","","8.1","","0.0","","6.0","","0.0","","6.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-03-27","2022","03","27","","12.1","","7.8","","10.0","","8.0","","0.0","","2.0","","0.0","","2.0","","","","31","","34",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-03-28","2022","03","28","","11.2","","5.4","","8.3","","9.7","","0.0","","3.9","","0.0","","3.9","","","","29","","38",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-03-29","2022","03","29","","15.1","","4.2","","9.7","","8.3","","0.0","","1.6","","0.0","","1.6","","","","20","","31",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-03-30","2022","03","30","","12.1","","5.7","","8.9","","9.1","","0.0","","0.8","","0.0","","0.8","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-03-31","2022","03","31","","10.6","","5.9","","8.3","","9.7","","0.0","","0.0","","0.0","","0.0","","","","28","","41",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-04-01","2022","04","01","","9.4","","5.6","","7.5","","10.5","","0.0","","2.2","","0.0","","2.2","","","","13","","32",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-04-02","2022","04","02","","12.0","","4.3","","8.2","","9.8","","0.0","","0.4","","0.0","","0.4","","","","15","","35",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-04-03","2022","04","03","","9.2","","6.0","","7.6","","10.4","","0.0","","16.6","","0.0","","16.6","","","","13","","57",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-04-04","2022","04","04","","9.7","","6.0","","7.9","","10.1","","0.0","","5.4","","0.0","","5.4","","","","15","","67",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-04-05","2022","04","05","","11.3","","5.4","","8.4","","9.6","","0.0","","0.3","","0.0","","0.3","","","","28","","54",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-04-06","2022","04","06","","10.6","","2.4","","6.5","","11.5","","0.0","","0.0","","0.0","","0.0","","","","20","","33",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-04-07","2022","04","07","","13.3","","5.9","","9.6","","8.4","","0.0","","0.2","","0.0","","0.2","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-04-08","2022","04","08","","11.8","","6.8","","9.3","","8.7","","0.0","","4.4","","0.0","","4.4","","","","29","","57",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-04-09","2022","04","09","","9.5","","5.3","","7.4","","10.6","","0.0","","0.0","","0.0","","0.0","","","","23","","48",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-04-10","2022","04","10","","9.2","","2.7","","6.0","","12.0","","0.0","","1.4","","0.0","","1.4","","","","12","","33",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-04-11","2022","04","11","","13.2","","1.0","","7.1","","10.9","","0.0","","0.0","","0.0","","0.0","","","","29","","53",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-04-12","2022","04","12","","8.0","","2.5","","5.3","","12.7","","0.0","","8.6","","0.0","","8.6","","","","9","","57",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-04-13","2022","04","13","","9.7","","0.1","","4.9","","13.1","","0.0","","0.2","","0.0","","0.2","","","","29","","31",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-04-14","2022","04","14","","10.9","","-1.7","","4.6","","13.4","","0.0","","0.0","","0.0","","0.0","","","","29","","34",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-04-15","2022","04","15","","8.8","","2.5","","5.7","","12.3","","0.0","","4.3","","0.0","","4.3","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-04-16","2022","04","16","","10.9","","-1.2","","4.9","","13.1","","0.0","","0.0","","0.0","","0.0","","","","20","","40",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-04-17","2022","04","17","","12.6","","2.9","","7.8","","10.2","","0.0","","0.0","","0.0","","0.0","","","","13","","33",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-04-18","2022","04","18","","11.8","","5.5","","8.7","","9.3","","0.0","","19.2","","0.0","","19.2","","","","14","","69",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-04-19","2022","04","19","","11.1","","5.7","","8.4","","9.6","","0.0","","0.0","T","0.0","","0.0","T","","","17","","34",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-04-20","2022","04","20","","14.1","","2.4","","8.3","","9.7","","0.0","","5.0","","0.0","","5.0","","","","12","","69",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-04-21","2022","04","21","","12.7","","5.8","","9.3","","8.7","","0.0","","9.3","","0.0","","9.3","","","","10","","33",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-04-22","2022","04","22","","13.1","","5.8","","9.5","","8.5","","0.0","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-04-23","2022","04","23","","15.1","","3.8","","9.5","","8.5","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-04-24","2022","04","24","","16.9","","5.2","","11.1","","6.9","","0.0","","1.0","","0.0","","1.0","","","","28","","44",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-04-25","2022","04","25","","13.6","","7.5","","10.6","","7.4","","0.0","","6.2","","0.0","","6.2","","","","18","","37",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-04-26","2022","04","26","","11.8","","3.9","","7.9","","10.1","","0.0","","1.0","","0.0","","1.0","","","","22","","35",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-04-27","2022","04","27","","11.6","","3.7","","7.7","","10.3","","0.0","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-04-28","2022","04","28","","12.0","","2.9","","7.5","","10.5","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-04-29","2022","04","29","","15.3","","6.5","","10.9","","7.1","","0.0","","0.0","T","0.0","","0.0","T","","","12","","40",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-04-30","2022","04","30","","14.2","","8.2","","11.2","","6.8","","0.0","","8.9","","0.0","","8.9","","","","30","","32",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-05-01","2022","05","01","","15.7","","5.1","","10.4","","7.6","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-05-02","2022","05","02","","14.6","","9.1","","11.9","","6.1","","0.0","","2.3","","0.0","","2.3","","","","28","","35",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-05-03","2022","05","03","","13.3","","8.6","","11.0","","7.0","","0.0","","2.3","","0.0","","2.3","","","","18","","36",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-05-04","2022","05","04","","12.3","","7.9","","10.1","","7.9","","0.0","","1.9","","0.0","","1.9","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-05-05","2022","05","05","","10.7","","8.1","","9.4","","8.6","","0.0","","11.6","","0.0","","11.6","","","","12","","39",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-05-06","2022","05","06","","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","","","20","","35",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-05-07","2022","05","07","","13.7","","5.6","","9.7","","8.3","","0.0","","0.0","","0.0","","0.0","","","","21","","50",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-05-08","2022","05","08","","11.6","","5.9","","8.8","","9.2","","0.0","","3.2","","0.0","","3.2","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-05-09","2022","05","09","","13.9","","7.0","","10.5","","7.5","","0.0","","3.5","","0.0","","3.5","","","","19","","33",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-05-10","2022","05","10","","15.0","","7.6","","11.3","","6.7","","0.0","","0.9","","0.0","","0.9","","","","16","","37",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-05-11","2022","05","11","","14.1","","7.2","","10.7","","7.3","","0.0","","0.9","","0.0","","0.9","","","","13","","40",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-05-12","2022","05","12","","10.5","","6.8","","8.7","","9.3","","0.0","","6.6","","0.0","","6.6","","","","12","","58",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-05-13","2022","05","13","","13.2","","4.4","","8.8","","9.2","","0.0","","1.5","","0.0","","1.5","","","","25","","39",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-05-14","2022","05","14","","14.0","","7.2","","10.6","","7.4","","0.0","","3.8","","0.0","","3.8","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-05-15","2022","05","15","","13.9","","10.7","","12.3","","5.7","","0.0","","24.3","","0.0","","24.3","","","","26","","41",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-05-16","2022","05","16","","15.7","","7.9","","11.8","","6.2","","0.0","","1.1","","0.0","","1.1","","","","24","","48",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-05-17","2022","05","17","","14.6","","6.4","","10.5","","7.5","","0.0","","0.0","","0.0","","0.0","","","","20","","37",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-05-18","2022","05","18","","15.5","","8.2","","11.9","","6.1","","0.0","","5.7","","0.0","","5.7","","","","21","","62",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-05-19","2022","05","19","","14.7","","8.0","","11.4","","6.6","","0.0","","0.0","","0.0","","0.0","","","","30","","56",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-05-20","2022","05","20","","15.0","","3.9","","9.5","","8.5","","0.0","","0.0","","0.0","","0.0","","","","19","","31",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-05-21","2022","05","21","","17.8","","5.4","","11.6","","6.4","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-05-22","2022","05","22","","19.6","","8.0","","13.8","","4.2","","0.0","","0.0","","0.0","","0.0","","","","18","","40",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-05-23","2022","05","23","","16.7","","11.7","","14.2","","3.8","","0.0","","0.0","T","0.0","","0.0","T","","","20","","35",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-05-24","2022","05","24","","15.6","","10.2","","12.9","","5.1","","0.0","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-05-25","2022","05","25","","18.6","","10.4","","14.5","","3.5","","0.0","","0.6","","0.0","","0.6","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-05-26","2022","05","26","","16.2","","10.3","","13.3","","4.7","","0.0","","8.8","","0.0","","8.8","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-05-27","2022","05","27","","15.7","","10.0","","12.9","","5.1","","0.0","","8.0","","0.0","","8.0","","","","20","","43",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2022-05-28","2022","05","28","","15.0","","8.6","","11.8","","6.2","","0.0","","0.0","","0.0","","0.0","","","","28","","35",""
